campaign_id,campaign_name,platform,post_type,post_date,post_time,content_theme,target_audience,boosted_post,spend_usd,reach,impressions,engagements,clicks,conversions,conversion_value_usd,cpc_usd,ctr,engagement_rate,hashtag_count,emoji_count,word_count,sentiment_score,video_length_seconds
CMP1008,Holiday Campaign 2025,Facebook,Carousel,9/19/2024,18:45,Promotion,"Gen X (35-50, Mixed)",TRUE,13.66,6007,9269,518,290,19,2780.18,0.05,0.0313,0.0862,14,6,33,-0.73,0
CMP1008,Spring Campaign 2024,LinkedIn,Video,9/23/2024,10:45,Product Launch,"Gen Z (18-24, Urban)",FALSE,4.68,5702,8407,208,115,21,874.9,0.04,0.0137,0.0365,8,6,36,1,11
CMP1008,Back to School Campaign 2025,Facebook,Story,9/28/2024,12:45,Product Launch,"Professionals (25-54, B2B)",FALSE,1.52,2340,2730,106,68,11,1087.85,0.02,0.0249,0.0453,0,4,6,0.49,94
CMP1008,Holiday Campaign 2024,X,Carousel,9/9/2024,22:00,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,124.32,9761,12844,638,370,24,2878.94,0.34,0.0288,0.0654,11,5,20,0.17,0
CMP1008,Back to School Campaign 2025,X,Story,9/28/2024,10:30,Lifestyle,"Gen Z (18-24, Urban)",FALSE,11.4,6901,9735,767,350,56,2815.36,0.03,0.036,0.1111,4,8,13,0.41,108
CMP1008,Spring Campaign 2024,Instagram,Video,9/12/2024,21:15,Product Launch,"Parents (30-45, Suburban)",TRUE,28.57,2732,3919,292,124,12,523.31,0.23,0.0316,0.1069,13,0,10,-0.71,35
CMP1008,Summer Campaign 2024,TikTok,Story,9/8/2024,19:45,Promotion,"Gen Z (18-24, Urban)",TRUE,47.6,5177,5913,187,93,10,1210.24,0.51,0.0157,0.0361,2,2,10,-0.04,5
CMP1008,Back to School Campaign 2025,TikTok,Image,9/14/2024,7:30,Lifestyle,"Professionals (25-54, B2B)",TRUE,43.89,5086,8049,395,228,15,650.57,0.19,0.0283,0.0777,9,3,18,-0.65,0
CMP1008,Holiday Campaign 2024,Facebook,Reel,9/7/2024,23:15,Product Launch,"Parents (30-45, Suburban)",TRUE,27.07,7655,9352,834,562,108,8691.27,0.05,0.0601,0.1089,7,2,31,-0.26,85
CMP1009,Fall Campaign 2024,Instagram,Story,10/10/2024,20:30,User Testimonial,"Gen X (35-50, Mixed)",TRUE,8.2,2188,2520,182,98,19,1466.75,0.08,0.0389,0.0832,9,9,29,-0.27,44
CMP1009,Holiday Campaign 2025,TikTok,Video,10/19/2024,23:15,Product Launch,"Parents (30-45, Suburban)",FALSE,0.78,5087,8010,474,324,18,296.38,0,0.0404,0.0932,13,10,47,-0.7,107
CMP1009,Spring Campaign 2024,TikTok,Reel,10/20/2024,9:45,User Testimonial,"Professionals (25-54, B2B)",TRUE,27.69,3991,6473,294,177,24,1670.41,0.16,0.0273,0.0737,15,7,13,-0.05,39
CMP1009,Back to School Campaign 2024,Instagram,Carousel,10/25/2024,16:15,Lifestyle,"Parents (30-45, Suburban)",TRUE,104.22,6524,7556,350,223,25,1069.71,0.47,0.0295,0.0536,6,9,26,0.37,0
CMP1009,Holiday Campaign 2025,TikTok,Carousel,10/16/2024,9:45,Promotion,"Gen Z (18-24, Urban)",FALSE,2.27,313,457,26,17,2,127.12,0.13,0.0372,0.0831,4,10,44,0.44,0
CMP1009,Spring Campaign 2024,X,Carousel,10/13/2024,18:15,Promotion,"Gen X (35-50, Mixed)",TRUE,3.12,6873,9770,450,291,16,608.88,0.01,0.0298,0.0655,5,6,15,0.7,0
CMP1009,Spring Campaign 2025,Facebook,Story,10/27/2024,6:30,User Testimonial,"Professionals (25-54, B2B)",FALSE,0.49,3816,6019,126,63,7,455.88,0.01,0.0105,0.033,0,7,9,-0.21,74
CMP1009,Spring Campaign 2025,LinkedIn,Reel,10/27/2024,13:30,Product Launch,"Professionals (25-54, B2B)",TRUE,9.23,6934,8334,452,217,36,4030.43,0.04,0.026,0.0652,5,9,18,-0.99,105
CMP1009,Back to School Campaign 2025,LinkedIn,Video,10/13/2024,9:15,Lifestyle,"Millennials (25-34, Suburban)",FALSE,11.18,6473,9981,691,296,23,1789.36,0.04,0.0297,0.1068,12,6,43,0.5,21
CMP1009,Holiday Campaign 2024,LinkedIn,Reel,10/28/2024,15:00,Product Launch,"Gen Z (18-24, Urban)",TRUE,39.68,6076,9306,194,112,20,2692.14,0.35,0.012,0.0319,3,1,39,-0.63,33
CMP1009,Back to School Campaign 2024,LinkedIn,Carousel,10/10/2024,16:00,Behind-the-Scenes,"Professionals (25-54, B2B)",FALSE,8.42,5443,8787,268,124,16,2074.37,0.07,0.0141,0.0492,4,9,14,-0.38,0
CMP1009,Holiday Campaign 2024,Instagram,Carousel,10/23/2024,15:00,User Testimonial,"Professionals (25-54, B2B)",FALSE,9.34,3164,3967,105,32,2,189.44,0.29,0.0081,0.0332,6,2,30,0.05,0
CMP1009,Spring Campaign 2024,X,Story,10/14/2024,18:45,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,119.66,8433,9654,655,300,33,3554.77,0.4,0.0311,0.0777,6,8,41,0.13,36
CMP1009,Summer Campaign 2024,X,Carousel,10/28/2024,11:30,Promotion,"Gen X (35-50, Mixed)",TRUE,25.65,1753,2005,128,49,3,327.31,0.52,0.0244,0.073,5,1,36,0.7,0
CMP1009,Back to School Campaign 2025,X,Carousel,10/9/2024,23:45,Product Launch,"Parents (30-45, Suburban)",FALSE,1.54,4219,5078,400,138,10,870.98,0.01,0.0272,0.0948,11,4,25,0.32,0
CMP1009,Fall Campaign 2025,X,Reel,10/22/2024,16:45,Promotion,"Professionals (25-54, B2B)",FALSE,5.66,381,583,29,17,2,219.89,0.33,0.0292,0.0761,12,9,45,-0.57,93
CMP1009,Summer Campaign 2025,Facebook,Video,10/10/2024,14:30,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,19.06,2223,2832,246,119,19,2711.76,0.16,0.042,0.1107,4,0,29,0.98,16
CMP1009,Fall Campaign 2024,TikTok,Story,10/8/2024,9:15,Lifestyle,"Parents (30-45, Suburban)",FALSE,0.68,5204,7169,512,306,42,5423.72,0,0.0427,0.0984,9,10,41,-0.3,70
CMP1009,Holiday Campaign 2025,LinkedIn,Carousel,10/16/2024,20:45,Promotion,"Professionals (25-54, B2B)",FALSE,0.2,7158,9108,596,241,34,4480.27,0,0.0265,0.0833,5,3,38,0.19,0
CMP1009,Summer Campaign 2024,Instagram,Reel,10/21/2024,6:30,Product Launch,"Professionals (25-54, B2B)",FALSE,4.71,2341,2653,232,134,18,1571.11,0.04,0.0505,0.0991,2,3,12,0.56,95
CMP1009,Fall Campaign 2024,X,Image,10/22/2024,7:00,Promotion,"Gen X (35-50, Mixed)",FALSE,10.42,8201,10445,290,130,17,2011.62,0.08,0.0124,0.0354,14,0,36,-0.53,0
CMP1009,Summer Campaign 2024,LinkedIn,Video,10/5/2024,19:00,Product Launch,"Parents (30-45, Suburban)",FALSE,13.16,5841,9589,384,247,39,2812.2,0.05,0.0258,0.0657,11,8,23,-0.02,23
CMP1009,Back to School Campaign 2025,Facebook,Carousel,10/1/2024,18:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,27.45,4578,5192,354,247,37,2066.37,0.11,0.0476,0.0773,2,4,11,0.1,0
CMP1009,Spring Campaign 2024,Instagram,Story,10/9/2024,22:15,Lifestyle,"Parents (30-45, Suburban)",TRUE,31.4,5094,8070,244,132,6,108.15,0.24,0.0164,0.0479,6,5,41,0.32,118
CMP1009,Summer Campaign 2025,Instagram,Image,10/20/2024,8:45,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,143.65,5624,7203,443,172,10,215.05,0.84,0.0239,0.0788,2,1,19,0.18,0
CMP1009,Fall Campaign 2025,LinkedIn,Video,10/26/2024,12:00,Product Launch,"Gen Z (18-24, Urban)",TRUE,45.39,7949,9743,917,574,91,13310.03,0.08,0.0589,0.1154,9,6,26,-0.27,108
CMP1009,Spring Campaign 2025,TikTok,Reel,10/5/2024,13:30,Promotion,"Gen Z (18-24, Urban)",TRUE,26.56,2974,4666,84,49,5,156.46,0.54,0.0105,0.0282,6,4,27,0.71,102
CMP1009,Spring Campaign 2025,Facebook,Image,10/2/2024,18:30,Lifestyle,"Professionals (25-54, B2B)",FALSE,0.52,7966,9206,676,315,26,3052.86,0,0.0342,0.0849,14,5,50,0.24,0
CMP1009,Back to School Campaign 2024,X,Carousel,10/24/2024,8:00,Product Launch,"Millennials (25-34, Suburban)",TRUE,11.29,7938,9852,801,316,53,3785.02,0.04,0.0321,0.1009,11,6,17,0.38,0
CMP1009,Back to School Campaign 2025,TikTok,Image,10/10/2024,6:15,Lifestyle,"Millennials (25-34, Suburban)",TRUE,74.81,2623,3732,306,161,31,4397.06,0.46,0.0431,0.1167,11,3,28,-0.24,0
CMP1009,Spring Campaign 2025,LinkedIn,Carousel,10/2/2024,16:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,5.56,3095,4203,364,254,15,1690.95,0.02,0.0604,0.1176,0,10,21,-0.22,0
CMP1009,Fall Campaign 2024,TikTok,Story,10/20/2024,8:45,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,24.85,5448,8222,502,228,34,1204.19,0.11,0.0277,0.0921,8,1,29,-0.04,100
CMP1009,Fall Campaign 2025,X,Carousel,10/20/2024,15:00,Promotion,"Parents (30-45, Suburban)",TRUE,53.26,8678,11175,1008,435,25,919.17,0.12,0.0389,0.1162,0,0,37,0.31,0
CMP1009,Back to School Campaign 2025,X,Story,10/3/2024,9:00,User Testimonial,"Professionals (25-54, B2B)",TRUE,41.65,9271,12649,965,408,30,1843.94,0.1,0.0323,0.1041,15,8,39,0.74,88
CMP1009,Back to School Campaign 2024,Instagram,Image,10/8/2024,7:45,Product Launch,"Millennials (25-34, Suburban)",TRUE,15.22,7762,10349,332,200,16,580.89,0.08,0.0193,0.0428,5,6,31,0.01,0
CMP1009,Summer Campaign 2025,Instagram,Carousel,10/6/2024,8:15,Lifestyle,"Millennials (25-34, Suburban)",TRUE,16.36,7764,8716,557,192,27,2647.74,0.09,0.022,0.0717,13,7,15,-0.09,0
CMP1009,Spring Campaign 2025,Facebook,Video,10/19/2024,9:00,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,206.65,9601,12627,1046,534,54,6626.89,0.39,0.0423,0.1089,6,7,47,0.21,103
CMP1009,Fall Campaign 2025,X,Story,10/6/2024,20:00,User Testimonial,"Professionals (25-54, B2B)",TRUE,51.88,7087,10159,143,66,4,458.51,0.79,0.0065,0.0202,10,3,38,-0.08,118
CMP1009,Holiday Campaign 2025,LinkedIn,Video,10/17/2024,7:30,Promotion,"Parents (30-45, Suburban)",TRUE,33.93,2623,3381,104,54,4,336.44,0.63,0.016,0.0396,7,0,22,0.25,106
CMP1009,Holiday Campaign 2024,LinkedIn,Image,10/11/2024,16:30,Lifestyle,"Gen X (35-50, Mixed)",TRUE,31.86,2488,3366,277,122,8,688.77,0.26,0.0362,0.1113,10,9,28,-0.12,0
CMP1009,Holiday Campaign 2024,LinkedIn,Image,10/16/2024,9:45,User Testimonial,"Parents (30-45, Suburban)",TRUE,40.19,8278,10950,459,253,38,1577.77,0.16,0.0231,0.0554,2,3,35,0.48,0
CMP1009,Summer Campaign 2025,Instagram,Image,10/2/2024,21:15,Lifestyle,"Professionals (25-54, B2B)",TRUE,21.32,5184,7425,326,138,20,2415.58,0.15,0.0186,0.0629,15,9,8,0.23,0
CMP1009,Holiday Campaign 2025,X,Carousel,10/8/2024,7:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,21.37,6513,10819,419,279,49,5242.99,0.08,0.0258,0.0643,7,4,41,-1,0
CMP1009,Fall Campaign 2025,TikTok,Image,10/25/2024,19:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,2.18,2359,2919,211,78,7,234.34,0.03,0.0267,0.0894,10,7,11,0.13,0
CMP1009,Spring Campaign 2024,TikTok,Image,10/14/2024,13:00,User Testimonial,"Gen X (35-50, Mixed)",TRUE,12.02,916,1300,73,39,2,288.51,0.31,0.03,0.0797,3,9,19,0.33,0
CMP1009,Holiday Campaign 2024,TikTok,Reel,10/9/2024,8:30,User Testimonial,"Millennials (25-34, Suburban)",TRUE,137.05,12318,15235,1048,473,46,6784.61,0.29,0.031,0.0851,15,7,37,0.4,119
CMP1009,Summer Campaign 2024,TikTok,Image,10/10/2024,16:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",FALSE,5.6,5967,7734,399,258,47,2875.09,0.02,0.0334,0.0669,12,5,17,-0.33,0
CMP1009,Fall Campaign 2024,X,Image,10/1/2024,21:15,Product Launch,"Millennials (25-34, Suburban)",FALSE,0.3,4528,5549,508,311,59,3962.37,0,0.056,0.1122,3,10,27,0.15,0
CMP1009,Fall Campaign 2024,TikTok,Story,10/17/2024,16:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,6.17,2475,3012,170,109,21,2953.41,0.06,0.0362,0.0687,5,4,37,0.27,29
CMP1009,Summer Campaign 2025,Facebook,Story,10/2/2024,21:30,Promotion,"Parents (30-45, Suburban)",TRUE,59.37,7729,9244,504,325,30,3967.49,0.18,0.0352,0.0652,7,1,16,0.2,52
CMP1009,Fall Campaign 2024,LinkedIn,Reel,10/18/2024,8:45,Product Launch,"Professionals (25-54, B2B)",TRUE,104.66,10252,13219,1082,733,63,4371.53,0.14,0.0555,0.1055,4,5,49,0.21,60
CMP1009,Fall Campaign 2024,X,Video,10/7/2024,12:45,Promotion,"Gen Z (18-24, Urban)",TRUE,6.88,4614,5567,378,254,44,6407.73,0.03,0.0456,0.0819,13,1,43,0.41,19
CMP1009,Back to School Campaign 2024,Facebook,Story,10/27/2024,21:15,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,112.71,11858,14600,495,271,52,5713.49,0.42,0.0186,0.0417,12,0,44,0.38,45
CMP1009,Summer Campaign 2024,Facebook,Carousel,10/23/2024,13:15,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,94.42,7269,10019,654,420,21,1368.72,0.22,0.0419,0.09,14,3,45,0.93,0
CMP1009,Fall Campaign 2025,Facebook,Story,10/10/2024,6:45,Promotion,"Gen X (35-50, Mixed)",TRUE,104.14,8658,10751,897,347,68,1162.11,0.3,0.0323,0.1036,3,2,7,0.28,67
CMP1009,Holiday Campaign 2025,X,Story,10/5/2024,19:00,Product Launch,"Gen X (35-50, Mixed)",TRUE,4.31,4779,6047,572,257,48,5798.95,0.02,0.0425,0.1197,9,8,8,-0.37,26
CMP1009,Holiday Campaign 2024,LinkedIn,Reel,10/28/2024,18:15,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,15.89,5187,6229,228,89,8,996.45,0.18,0.0143,0.044,9,7,18,-0.37,85
CMP1009,Holiday Campaign 2024,TikTok,Reel,10/5/2024,20:30,User Testimonial,"Gen Z (18-24, Urban)",FALSE,7.07,5270,8111,450,287,42,2442.02,0.02,0.0354,0.0854,0,8,20,-0.09,36
CMP1009,Holiday Campaign 2025,LinkedIn,Carousel,10/11/2024,17:45,Promotion,"Gen X (35-50, Mixed)",TRUE,49.27,4992,5739,244,161,22,428.24,0.31,0.0281,0.0489,8,0,47,0.3,0
CMP1009,Holiday Campaign 2024,TikTok,Video,10/12/2024,22:30,Promotion,"Parents (30-45, Suburban)",TRUE,52.4,7070,10346,199,120,17,2385.08,0.44,0.0116,0.0281,9,5,29,-0.01,88
CMP1009,Fall Campaign 2025,Facebook,Video,10/24/2024,15:00,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,53.51,3895,5966,345,118,15,1066.38,0.45,0.0198,0.0886,5,6,9,-0.11,21
CMP1009,Summer Campaign 2024,Instagram,Image,10/28/2024,10:15,Promotion,"Millennials (25-34, Suburban)",TRUE,38.97,8095,11106,258,160,15,356.5,0.24,0.0144,0.0319,10,7,38,0.13,0
CMP1009,Spring Campaign 2025,LinkedIn,Carousel,10/16/2024,21:00,Promotion,"Professionals (25-54, B2B)",TRUE,52.67,10086,12537,328,218,37,2365.48,0.24,0.0174,0.0325,8,8,9,0.86,0
CMP1009,Holiday Campaign 2025,LinkedIn,Reel,10/8/2024,18:45,Lifestyle,"Millennials (25-34, Suburban)",TRUE,30.83,6898,10596,565,179,27,3661.07,0.17,0.0169,0.0819,3,2,34,-0.2,93
CMP1009,Fall Campaign 2024,X,Image,10/4/2024,14:15,Lifestyle,"Gen X (35-50, Mixed)",TRUE,75.5,4524,6971,531,296,36,2985.26,0.26,0.0425,0.1174,10,8,27,-0.37,0
CMP1009,Spring Campaign 2024,TikTok,Story,10/20/2024,6:45,Promotion,"Millennials (25-34, Suburban)",FALSE,1.98,8260,9630,794,239,39,1949.96,0.01,0.0248,0.0961,6,5,18,-0.28,86
CMP1009,Spring Campaign 2024,Instagram,Video,10/25/2024,17:15,User Testimonial,"Professionals (25-54, B2B)",TRUE,184.38,7034,7913,475,240,25,327.69,0.77,0.0303,0.0675,14,3,14,-0.22,9
CMP1009,Back to School Campaign 2025,Instagram,Reel,10/2/2024,23:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,17.46,3182,4344,218,105,18,2172.71,0.17,0.0242,0.0685,4,10,24,0.15,39
CMP1009,Fall Campaign 2025,LinkedIn,Video,10/22/2024,12:45,User Testimonial,"Millennials (25-34, Suburban)",TRUE,18.51,8160,9707,283,137,16,1031.86,0.14,0.0141,0.0347,0,8,8,0.42,117
CMP1009,Summer Campaign 2025,Instagram,Carousel,10/12/2024,18:15,Lifestyle,"Parents (30-45, Suburban)",TRUE,13.37,6640,8239,710,317,54,4391.7,0.04,0.0385,0.1069,15,2,7,0.04,0
CMP1009,Back to School Campaign 2024,X,Video,10/23/2024,17:15,Lifestyle,"Gen Z (18-24, Urban)",TRUE,1.64,3662,4452,389,189,35,4569.15,0.01,0.0425,0.1062,11,4,26,-0.5,14
CMP1009,Fall Campaign 2025,Instagram,Reel,10/13/2024,9:45,Lifestyle,"Gen X (35-50, Mixed)",FALSE,1.9,567,824,66,34,6,122.37,0.06,0.0413,0.1164,14,8,12,0.13,17
CMP1009,Back to School Campaign 2025,Instagram,Image,10/24/2024,14:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,3.35,5154,6728,462,144,19,1825.26,0.02,0.0214,0.0896,11,4,9,0.16,0
CMP1009,Back to School Campaign 2025,LinkedIn,Story,10/13/2024,20:15,Lifestyle,"Gen Z (18-24, Urban)",TRUE,13.21,3626,4408,371,158,19,1043.86,0.08,0.0358,0.1023,3,1,36,0.07,70
CMP1009,Spring Campaign 2024,TikTok,Video,10/4/2024,21:15,User Testimonial,"Millennials (25-34, Suburban)",TRUE,18.04,5710,7252,338,170,24,354.77,0.11,0.0234,0.0592,15,8,19,-0.49,110
CMP1009,Back to School Campaign 2025,Facebook,Video,10/18/2024,16:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,52.68,5344,6565,524,341,34,3879.29,0.15,0.0519,0.0981,5,3,13,0.07,21
CMP1009,Fall Campaign 2024,X,Carousel,10/13/2024,17:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,10.88,2967,4114,208,63,8,410.39,0.17,0.0153,0.0701,14,5,5,0.8,0
CMP1009,Fall Campaign 2025,Facebook,Reel,10/10/2024,23:30,Product Launch,"Parents (30-45, Suburban)",FALSE,4.27,4953,6738,215,114,13,942.01,0.04,0.0169,0.0434,3,10,41,0.39,11
CMP1009,Back to School Campaign 2024,X,Reel,10/15/2024,11:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,31.83,6025,7681,720,245,33,2496.81,0.13,0.0319,0.1195,13,7,32,0.41,107
CMP1009,Fall Campaign 2025,X,Reel,10/27/2024,13:45,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,33.54,4566,7458,141,78,8,146.18,0.43,0.0105,0.0309,15,5,50,0.23,13
CMP1009,Holiday Campaign 2024,Instagram,Story,10/25/2024,17:30,Lifestyle,"Millennials (25-34, Suburban)",TRUE,20.4,1886,2993,135,54,10,841.81,0.38,0.018,0.0716,11,10,38,0.43,118
CMP1009,Summer Campaign 2025,Instagram,Video,10/27/2024,19:15,Product Launch,"Millennials (25-34, Suburban)",TRUE,51.62,3589,5788,84,49,5,407.62,1.05,0.0085,0.0234,6,6,33,1,111
CMP1009,Holiday Campaign 2024,X,Story,10/23/2024,7:30,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,109.95,12987,17528,955,542,34,4765.83,0.2,0.0309,0.0735,4,10,20,-0.63,12
CMP1009,Summer Campaign 2024,TikTok,Video,10/9/2024,13:15,Product Launch,"Professionals (25-54, B2B)",TRUE,86.71,2428,3837,162,59,8,938.67,1.47,0.0154,0.0667,12,7,50,0,32
CMP1009,Spring Campaign 2024,X,Carousel,10/11/2024,10:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,7.11,1895,2560,206,124,20,691.06,0.06,0.0484,0.1087,5,6,10,0.44,0
CMP1009,Holiday Campaign 2025,TikTok,Story,10/22/2024,22:30,Product Launch,"Professionals (25-54, B2B)",TRUE,176.01,10288,16299,280,133,12,366.94,1.32,0.0082,0.0272,5,6,36,0.5,112
CMP1009,Spring Campaign 2024,X,Reel,10/7/2024,15:45,User Testimonial,"Gen Z (18-24, Urban)",FALSE,0.68,748,978,59,39,6,649.24,0.02,0.0399,0.0789,0,6,46,-0.21,103
CMP1009,Fall Campaign 2025,Instagram,Carousel,10/7/2024,19:15,Lifestyle,"Professionals (25-54, B2B)",TRUE,55.42,4038,5273,428,239,33,1678.78,0.23,0.0453,0.106,9,9,21,0.5,0
CMP1009,Back to School Campaign 2025,TikTok,Video,10/5/2024,16:15,Lifestyle,"Parents (30-45, Suburban)",FALSE,18.12,5039,5646,161,88,12,1718.66,0.21,0.0156,0.032,6,9,21,0.31,34
CMP1009,Back to School Campaign 2024,Instagram,Carousel,10/23/2024,19:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,39.43,7173,10812,401,192,29,1694.23,0.21,0.0178,0.0559,3,6,20,-0.55,0
CMP1009,Spring Campaign 2024,Facebook,Image,10/22/2024,6:00,Product Launch,"Millennials (25-34, Suburban)",FALSE,0.93,4258,5282,319,211,37,1764.21,0,0.0399,0.0749,11,10,48,-0.74,0
CMP1009,Summer Campaign 2025,TikTok,Image,10/8/2024,15:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,6.96,3115,4151,308,142,19,2514.99,0.05,0.0342,0.0989,6,3,44,0.68,0
CMP1009,Fall Campaign 2025,Instagram,Story,10/11/2024,21:00,Promotion,"Gen X (35-50, Mixed)",TRUE,39.27,4604,5648,275,115,21,2003.08,0.34,0.0204,0.0597,3,1,29,0.38,47
CMP1009,Back to School Campaign 2024,LinkedIn,Image,10/13/2024,21:15,User Testimonial,"Gen Z (18-24, Urban)",FALSE,23.76,1517,1883,108,47,4,431.06,0.51,0.025,0.0712,4,8,21,-0.25,0
CMP1009,Holiday Campaign 2025,X,Video,10/28/2024,23:00,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,101.98,9236,11887,863,414,61,4740.16,0.25,0.0348,0.0934,1,4,25,0.94,113
CMP1009,Summer Campaign 2024,TikTok,Reel,10/23/2024,8:15,Behind-the-Scenes,"Gen X (35-50, Mixed)",FALSE,18.54,1120,1757,74,50,5,150.06,0.37,0.0285,0.0661,5,10,22,0.51,93
CMP1009,Spring Campaign 2025,Facebook,Story,10/23/2024,7:15,Lifestyle,"Gen X (35-50, Mixed)",TRUE,14.59,2807,4300,277,87,8,797.41,0.17,0.0202,0.0987,15,7,9,-0.22,65
CMP1010,Holiday Campaign 2025,X,Story,11/11/2024,14:15,Lifestyle,"Parents (30-45, Suburban)",FALSE,6.55,5092,6960,532,354,46,4513.62,0.02,0.0509,0.1045,15,9,19,1,95
CMP1010,Summer Campaign 2025,Facebook,Video,11/7/2024,7:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,73.72,7601,12618,205,115,16,1300.93,0.64,0.0091,0.027,12,8,33,0.64,101
CMP1010,Fall Campaign 2024,Instagram,Image,11/17/2024,19:45,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,36.05,8942,12308,862,388,74,10646.21,0.09,0.0315,0.0964,10,2,48,0.22,0
CMP1010,Fall Campaign 2024,Instagram,Video,11/23/2024,13:15,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,34.73,4653,5405,370,256,37,1704.94,0.14,0.0474,0.0795,12,0,20,0.87,22
CMP1010,Back to School Campaign 2024,X,Story,11/12/2024,11:15,Lifestyle,"Gen X (35-50, Mixed)",FALSE,5.15,2343,3150,69,21,1,48.57,0.25,0.0067,0.0294,9,1,41,-0.95,91
CMP1010,Spring Campaign 2024,X,Reel,11/26/2024,13:45,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,6.61,5415,7118,142,62,4,289.79,0.11,0.0087,0.0262,3,5,48,0.08,18
CMP1010,Spring Campaign 2025,X,Video,11/11/2024,10:00,User Testimonial,"Professionals (25-54, B2B)",TRUE,28.36,7482,9514,217,81,7,781.64,0.35,0.0085,0.029,2,0,6,0.79,88
CMP1010,Holiday Campaign 2025,Facebook,Video,11/8/2024,7:15,User Testimonial,"Professionals (25-54, B2B)",TRUE,33.7,9917,12776,1007,379,30,302.13,0.09,0.0297,0.1015,15,7,31,0.73,37
CMP1010,Back to School Campaign 2024,Instagram,Carousel,11/14/2024,6:30,Behind-the-Scenes,"Gen X (35-50, Mixed)",FALSE,5.96,7157,9560,180,59,10,458.08,0.1,0.0062,0.0252,4,10,47,-0.71,0
CMP1010,Fall Campaign 2024,TikTok,Image,11/13/2024,7:00,Promotion,"Gen Z (18-24, Urban)",TRUE,39.78,9128,10356,594,211,23,585.85,0.19,0.0204,0.0651,7,8,8,-0.74,0
CMP1010,Holiday Campaign 2024,Instagram,Reel,11/8/2024,19:15,Product Launch,"Professionals (25-54, B2B)",TRUE,47.24,6164,7261,247,133,26,2273.91,0.36,0.0183,0.0401,1,8,23,0.95,54
CMP1010,Summer Campaign 2025,X,Story,11/28/2024,7:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,120.97,7665,8998,334,115,20,2646.04,1.05,0.0128,0.0436,6,2,47,-0.35,16
CMP1010,Spring Campaign 2024,Facebook,Story,11/5/2024,14:15,Lifestyle,"Professionals (25-54, B2B)",TRUE,74.42,9237,11558,796,304,47,4004.02,0.24,0.0263,0.0862,2,9,8,0.67,6
CMP1010,Summer Campaign 2025,LinkedIn,Video,11/5/2024,20:45,Lifestyle,"Professionals (25-54, B2B)",TRUE,86.03,6821,9125,816,282,14,1975.34,0.31,0.0309,0.1196,4,9,16,0.62,100
CMP1010,Holiday Campaign 2024,X,Video,11/4/2024,20:45,Lifestyle,"Gen X (35-50, Mixed)",TRUE,57.9,7979,8971,795,530,37,4244.48,0.11,0.0591,0.0996,12,10,25,-0.22,47
CMP1010,Spring Campaign 2025,Facebook,Video,11/13/2024,7:30,User Testimonial,"Millennials (25-34, Suburban)",TRUE,28.12,4777,5927,415,193,21,779.36,0.15,0.0326,0.0869,1,2,42,-0.27,75
CMP1010,Back to School Campaign 2024,TikTok,Image,11/22/2024,15:00,Promotion,"Millennials (25-34, Suburban)",TRUE,2.96,521,771,28,14,2,114.01,0.21,0.0182,0.0537,9,0,34,-0.53,0
CMP1010,Fall Campaign 2025,Instagram,Video,11/21/2024,10:00,User Testimonial,"Professionals (25-54, B2B)",TRUE,43.38,6533,9883,144,65,7,355.67,0.67,0.0066,0.022,10,5,21,0.57,80
